device_type,os_version,app_usage_pattern,protocol,data_volume,log_type,event,event_description,error_code,file_accessed,process,ioc,target
Android,Android 10,Normal,FTP,2303,application,System Update,834,131,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,iOS 14.6,High,SSH,2283,security,System Update,864,709,/var/log/syslog,malware.exe,Pegasus Signature,0
Android,iOS 14.6,High,HTTPS,459,application,App Crash,557,405,/var/log/syslog,chrome.exe,None,1
iPhone,Android 11,High,FTP,9468,application,System Update,815,803,/home/user/docs/report.docx,malware.exe,None,0
Android,iOS 15.0,Low,HTTP,1142,security,App Install,643,208,/var/log/syslog,explorer.exe,None,1
iPhone,Android 10,Low,FTP,9073,system,File Access,26,962,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,Low,HTTPS,4170,application,Login,292,991,/tmp/malware.bin,chrome.exe,None,1
iPhone,iOS 15.0,Low,HTTPS,6818,application,App Install,270,552,/var/log/syslog,systemd,Known Malicious IP,1
Android,Android 11,High,HTTP,5417,system,App Install,89,479,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,iOS 14.6,High,HTTPS,7646,system,App Install,589,609,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
Android,Android 10,Low,FTP,4174,application,Login,672,588,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,iOS 15.0,Normal,HTTPS,2158,security,Logout,422,921,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,iOS 14.6,Normal,FTP,6913,application,File Access,650,408,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,Android 10,Normal,HTTPS,2849,security,App Install,633,896,/tmp/malware.bin,malware.exe,Pegasus Signature,1
iPhone,iOS 14.6,High,SSH,9361,system,App Crash,40,945,/tmp/malware.bin,malware.exe,Pegasus Signature,0
Android,Android 10,High,SSH,2732,system,App Crash,164,365,/var/log/syslog,chrome.exe,None,0
Android,iOS 14.6,Normal,SSH,4629,system,Logout,195,341,/var/log/syslog,explorer.exe,Pegasus Signature,0
iPhone,iOS 15.0,Low,FTP,4145,system,Logout,485,470,/var/log/syslog,explorer.exe,None,0
Android,Android 10,High,SSH,6068,application,App Install,534,903,/tmp/malware.bin,explorer.exe,None,1
iPhone,iOS 14.6,High,HTTPS,6138,application,App Install,10,315,/tmp/malware.bin,malware.exe,Known Malicious IP,0
Android,Android 11,Normal,HTTPS,2180,application,App Crash,643,657,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,Android 10,Normal,SSH,3535,system,Login,893,606,/var/log/syslog,explorer.exe,Pegasus Signature,0
Android,iOS 15.0,Low,FTP,4955,application,Login,44,455,/tmp/malware.bin,explorer.exe,None,1
iPhone,Android 10,High,FTP,8983,security,File Access,956,764,/home/user/docs/report.docx,malware.exe,None,1
Android,iOS 14.6,Normal,HTTP,7258,system,Login,208,596,/var/log/syslog,chrome.exe,None,1
Android,iOS 14.6,Low,HTTP,1461,security,App Install,199,839,/var/log/syslog,systemd,Known Malicious IP,1
Android,Android 10,Low,HTTP,2537,system,App Install,211,989,/home/user/docs/report.docx,systemd,Pegasus Signature,0
Android,iOS 14.6,Low,SSH,6868,system,File Access,812,737,/var/log/syslog,explorer.exe,Known Malicious IP,0
iPhone,Android 11,Normal,SSH,2564,system,Login,506,623,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
iPhone,Android 10,High,HTTPS,1415,system,App Install,959,559,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,Low,FTP,610,system,System Update,410,679,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
Android,Android 10,Low,HTTP,8974,security,App Crash,365,202,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,iOS 15.0,Low,FTP,3761,system,App Install,486,846,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,iOS 15.0,High,FTP,5826,application,System Update,979,490,/home/user/docs/report.docx,chrome.exe,None,1
Android,iOS 14.6,Low,SSH,8466,system,File Access,220,994,/var/log/syslog,systemd,Pegasus Signature,0
iPhone,iOS 14.6,Normal,FTP,1981,application,Login,676,247,/var/log/syslog,malware.exe,None,1
Android,Android 11,Normal,FTP,3093,system,File Access,247,459,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
iPhone,Android 11,High,HTTPS,2335,security,File Access,250,942,/tmp/malware.bin,systemd,Known Malicious IP,0
iPhone,iOS 14.6,High,HTTPS,118,security,System Update,852,516,/var/log/syslog,malware.exe,None,1
Android,iOS 15.0,Normal,HTTP,2757,application,App Crash,425,810,/home/user/docs/report.docx,malware.exe,Known Malicious IP,0
Android,Android 11,Normal,SSH,3196,application,Logout,13,977,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,iOS 14.6,Normal,SSH,1506,security,System Update,880,275,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,iOS 15.0,High,FTP,2005,application,File Access,104,180,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
iPhone,iOS 14.6,Low,HTTPS,7817,application,System Update,909,140,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,Android 10,Low,HTTP,3118,system,System Update,261,422,/home/user/docs/report.docx,malware.exe,None,1
iPhone,iOS 14.6,Low,FTP,4592,application,File Access,728,938,/home/user/docs/report.docx,malware.exe,Pegasus Signature,0
Android,Android 11,Low,HTTP,2718,system,App Crash,325,175,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,iOS 14.6,Low,HTTP,8689,application,Login,277,981,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
iPhone,Android 11,Normal,SSH,7117,system,Logout,737,507,/tmp/malware.bin,systemd,Known Malicious IP,1
Android,iOS 15.0,Normal,SSH,2670,security,Login,447,339,/var/log/syslog,systemd,Pegasus Signature,1
iPhone,iOS 14.6,High,FTP,4870,application,Login,394,259,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,Android 10,High,HTTPS,1560,security,Logout,392,614,/var/log/syslog,malware.exe,None,1
iPhone,Android 10,High,HTTPS,1800,application,Login,932,953,/tmp/malware.bin,systemd,Pegasus Signature,1
iPhone,iOS 14.6,High,SSH,6163,security,File Access,602,359,/tmp/malware.bin,malware.exe,Pegasus Signature,1
iPhone,iOS 14.6,Low,HTTP,2043,system,System Update,756,926,/var/log/syslog,chrome.exe,Known Malicious IP,1
Android,Android 10,Normal,SSH,243,application,App Install,408,784,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,Android 10,Low,HTTP,7246,application,File Access,217,747,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,Android 10,High,HTTP,3473,system,App Install,968,992,/tmp/malware.bin,systemd,None,1
Android,Android 11,High,FTP,4272,security,System Update,216,625,/tmp/malware.bin,chrome.exe,Pegasus Signature,0
iPhone,Android 10,High,FTP,4492,application,App Crash,480,691,/var/log/syslog,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,Low,FTP,5517,security,File Access,176,863,/home/user/docs/report.docx,systemd,Pegasus Signature,1
iPhone,Android 10,High,HTTP,8897,security,File Access,297,835,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,High,FTP,1856,application,Login,16,273,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 10,Normal,SSH,8918,security,App Crash,819,360,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,iOS 14.6,Normal,FTP,2660,application,File Access,111,542,/var/log/syslog,explorer.exe,Pegasus Signature,0
Android,iOS 15.0,Normal,SSH,5598,application,System Update,293,496,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,Low,HTTPS,9107,system,App Install,957,790,/var/log/syslog,systemd,Pegasus Signature,1
iPhone,iOS 15.0,Normal,HTTPS,121,application,App Crash,982,568,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,0
iPhone,Android 11,Low,HTTP,4170,system,System Update,519,509,/var/log/syslog,systemd,None,0
iPhone,iOS 15.0,Low,SSH,9163,application,App Crash,376,589,/var/log/syslog,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Low,FTP,805,system,App Install,279,382,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,iOS 14.6,High,HTTP,1030,system,File Access,142,823,/var/log/syslog,systemd,Pegasus Signature,1
iPhone,iOS 15.0,High,HTTPS,1387,security,App Install,462,269,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,Android 11,High,FTP,5485,application,Login,833,945,/home/user/docs/report.docx,malware.exe,Known Malicious IP,0
Android,iOS 15.0,Normal,SSH,5958,application,App Crash,106,559,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
Android,Android 11,Low,HTTP,4953,security,System Update,415,381,/var/log/syslog,systemd,None,1
Android,iOS 15.0,Low,SSH,1810,system,File Access,325,681,/var/log/syslog,systemd,None,1
Android,iOS 14.6,Normal,FTP,9709,system,File Access,328,921,/var/log/syslog,chrome.exe,Pegasus Signature,0
iPhone,iOS 15.0,Low,FTP,3049,system,App Install,892,472,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTP,3002,security,System Update,192,587,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
iPhone,iOS 15.0,High,HTTPS,3090,security,Login,394,926,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,iOS 15.0,Normal,FTP,3433,application,Login,961,118,/var/log/syslog,malware.exe,None,0
iPhone,Android 10,High,SSH,4719,system,File Access,865,458,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,Low,HTTPS,9525,application,App Crash,81,289,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,Low,SSH,378,application,File Access,526,965,/var/log/syslog,chrome.exe,Pegasus Signature,1
iPhone,Android 10,Normal,SSH,6995,application,Login,32,303,/tmp/malware.bin,malware.exe,Pegasus Signature,1
Android,Android 10,Normal,FTP,3306,system,Login,320,634,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,0
iPhone,Android 10,Normal,SSH,9615,security,App Crash,920,675,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,iOS 14.6,High,HTTPS,5526,security,Logout,478,508,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,1
iPhone,Android 10,High,SSH,6292,security,App Install,61,629,/var/log/syslog,chrome.exe,None,1
Android,iOS 15.0,Low,HTTPS,8215,system,File Access,880,943,/home/user/docs/report.docx,malware.exe,Pegasus Signature,0
iPhone,Android 10,Low,FTP,5288,application,Login,153,574,/tmp/malware.bin,explorer.exe,None,1
Android,iOS 15.0,High,SSH,6455,security,System Update,971,751,/tmp/malware.bin,chrome.exe,Pegasus Signature,0
Android,Android 10,Normal,FTP,1279,system,File Access,648,570,/var/log/syslog,explorer.exe,None,1
iPhone,Android 10,High,FTP,9911,security,System Update,458,977,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 11,Normal,FTP,6274,security,System Update,573,296,/var/log/syslog,chrome.exe,Pegasus Signature,1
Android,Android 11,High,SSH,3190,system,App Crash,550,202,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,iOS 14.6,High,HTTPS,7766,application,System Update,101,527,/home/user/docs/report.docx,malware.exe,None,1
Android,iOS 14.6,High,FTP,1562,security,App Crash,1,363,/home/user/docs/report.docx,explorer.exe,None,0
Android,iOS 14.6,High,HTTP,5378,application,App Install,297,103,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Normal,SSH,3575,security,App Crash,452,436,/var/log/syslog,explorer.exe,Known Malicious IP,0
iPhone,Android 10,High,SSH,2440,application,Login,929,965,/tmp/malware.bin,malware.exe,Known Malicious IP,0
Android,Android 10,High,SSH,4347,system,App Install,803,593,/home/user/docs/report.docx,malware.exe,None,1
iPhone,iOS 15.0,Low,FTP,1241,security,System Update,153,826,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,Android 11,Low,HTTPS,4821,system,App Crash,621,388,/var/log/syslog,systemd,Pegasus Signature,1
iPhone,iOS 14.6,High,FTP,4360,system,System Update,421,529,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,Android 10,High,SSH,5761,system,Login,285,825,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,Android 11,Normal,SSH,3041,security,Logout,495,848,/var/log/syslog,explorer.exe,Pegasus Signature,1
Android,Android 11,High,SSH,4288,security,System Update,671,201,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,iOS 14.6,Normal,FTP,2431,system,App Install,570,873,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,iOS 14.6,Normal,HTTPS,1120,application,App Crash,870,899,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,1
iPhone,iOS 14.6,High,HTTPS,3803,system,System Update,940,555,/tmp/malware.bin,malware.exe,Pegasus Signature,1
iPhone,Android 11,Normal,SSH,9977,application,Login,246,272,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
iPhone,Android 11,High,SSH,6163,system,App Crash,722,572,/var/log/syslog,explorer.exe,None,1
iPhone,iOS 15.0,Low,HTTP,7456,security,System Update,211,229,/var/log/syslog,malware.exe,Known Malicious IP,1
Android,iOS 14.6,High,HTTP,3557,system,App Crash,513,171,/tmp/malware.bin,explorer.exe,None,1
iPhone,Android 11,Low,HTTP,7937,application,File Access,755,863,/var/log/syslog,chrome.exe,None,0
Android,Android 11,High,HTTP,1761,security,App Install,529,213,/home/user/docs/report.docx,chrome.exe,None,1
Android,iOS 14.6,High,SSH,9695,security,File Access,114,637,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
Android,Android 10,High,FTP,8159,security,System Update,73,836,/var/log/syslog,systemd,None,1
iPhone,iOS 15.0,Low,HTTPS,3822,application,Logout,207,313,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,iOS 14.6,Normal,HTTP,4491,application,App Install,383,855,/tmp/malware.bin,malware.exe,Pegasus Signature,0
Android,Android 11,Low,HTTP,3411,application,App Crash,681,770,/tmp/malware.bin,chrome.exe,None,0
Android,Android 10,High,FTP,7704,security,File Access,475,543,/var/log/syslog,explorer.exe,Pegasus Signature,1
Android,Android 11,High,SSH,9021,application,App Crash,722,594,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,Android 11,High,SSH,1163,security,App Install,421,935,/var/log/syslog,explorer.exe,Known Malicious IP,1
iPhone,Android 11,Low,FTP,4310,security,App Crash,154,934,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,iOS 15.0,High,HTTP,9567,application,File Access,738,410,/tmp/malware.bin,explorer.exe,None,1
Android,iOS 15.0,High,HTTP,3485,security,Logout,787,440,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
Android,Android 10,Normal,SSH,530,system,System Update,595,667,/var/log/syslog,explorer.exe,Known Malicious IP,0
Android,iOS 15.0,Low,FTP,9693,application,Logout,85,511,/var/log/syslog,explorer.exe,Known Malicious IP,1
Android,Android 11,Low,SSH,1717,system,Logout,176,800,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,Android 11,Low,HTTP,2010,system,Logout,902,670,/tmp/malware.bin,malware.exe,Pegasus Signature,1
Android,iOS 15.0,Low,FTP,9447,security,App Crash,688,713,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,iOS 14.6,Low,SSH,574,security,App Install,708,742,/tmp/malware.bin,systemd,None,1
Android,Android 10,Low,SSH,1648,security,Logout,280,375,/var/log/syslog,malware.exe,Known Malicious IP,1
Android,iOS 14.6,Low,FTP,1148,security,App Crash,13,245,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTPS,3134,system,App Crash,544,968,/var/log/syslog,malware.exe,Pegasus Signature,1
iPhone,Android 11,High,FTP,3930,security,Logout,691,518,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
iPhone,Android 10,High,HTTPS,178,system,Logout,158,648,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,0
Android,Android 10,Normal,HTTPS,6032,application,App Install,664,723,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
Android,Android 11,Low,FTP,9320,system,Login,676,269,/var/log/syslog,systemd,Pegasus Signature,0
iPhone,iOS 15.0,Low,HTTPS,3205,application,Logout,84,458,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,Android 10,High,HTTPS,3212,security,System Update,471,599,/home/user/docs/report.docx,systemd,Pegasus Signature,0
Android,iOS 14.6,High,HTTPS,9792,application,Logout,618,835,/home/user/docs/report.docx,malware.exe,Known Malicious IP,1
Android,Android 10,High,FTP,6534,application,App Crash,660,883,/home/user/docs/report.docx,chrome.exe,None,1
Android,iOS 14.6,Low,SSH,8020,system,File Access,909,863,/var/log/syslog,systemd,Known Malicious IP,0
Android,iOS 15.0,Normal,HTTPS,2687,security,App Install,954,456,/var/log/syslog,systemd,None,1
Android,Android 10,Low,FTP,9696,security,App Crash,68,528,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTP,4640,system,App Install,553,706,/tmp/malware.bin,chrome.exe,None,1
iPhone,iOS 15.0,Normal,HTTPS,1536,security,Logout,538,284,/tmp/malware.bin,chrome.exe,Known Malicious IP,0
Android,iOS 15.0,Low,HTTP,8238,security,Login,207,496,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,Android 10,High,SSH,3112,application,Login,252,442,/home/user/docs/report.docx,chrome.exe,None,1
iPhone,Android 10,High,HTTPS,3634,security,App Crash,305,190,/var/log/syslog,systemd,Pegasus Signature,1
Android,iOS 15.0,High,HTTP,1797,security,File Access,498,294,/tmp/malware.bin,systemd,None,1
iPhone,Android 10,Normal,HTTPS,4021,application,Login,270,740,/tmp/malware.bin,explorer.exe,Pegasus Signature,0
Android,iOS 15.0,Normal,HTTPS,902,security,File Access,807,536,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 14.6,Normal,HTTP,2098,application,App Crash,100,133,/tmp/malware.bin,chrome.exe,None,0
Android,Android 11,High,HTTPS,6479,security,App Crash,520,480,/var/log/syslog,malware.exe,Pegasus Signature,1
Android,iOS 14.6,Normal,FTP,5976,system,App Crash,976,370,/var/log/syslog,malware.exe,Known Malicious IP,1
Android,Android 10,High,HTTPS,8629,system,System Update,287,918,/var/log/syslog,malware.exe,None,1
iPhone,iOS 15.0,Normal,HTTPS,8947,system,App Install,261,867,/home/user/docs/report.docx,explorer.exe,None,0
Android,iOS 14.6,Normal,FTP,6177,application,File Access,164,668,/var/log/syslog,chrome.exe,Pegasus Signature,0
Android,iOS 14.6,Low,FTP,4738,security,Logout,331,272,/home/user/docs/report.docx,malware.exe,None,1
Android,iOS 15.0,Normal,SSH,7778,system,App Install,303,195,/tmp/malware.bin,chrome.exe,None,1
Android,Android 11,Low,FTP,707,system,App Crash,968,167,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,iOS 14.6,Low,HTTP,4927,security,File Access,263,606,/tmp/malware.bin,malware.exe,Known Malicious IP,1
Android,Android 11,Low,FTP,6147,security,App Crash,740,847,/tmp/malware.bin,systemd,Pegasus Signature,0
iPhone,Android 11,High,FTP,6696,application,Logout,815,622,/home/user/docs/report.docx,systemd,None,0
iPhone,Android 11,High,FTP,6635,application,System Update,706,106,/var/log/syslog,systemd,Known Malicious IP,1
iPhone,iOS 14.6,Low,HTTPS,3058,application,Login,594,442,/var/log/syslog,systemd,None,1
Android,iOS 15.0,High,HTTP,4555,system,Login,988,577,/var/log/syslog,systemd,None,1
Android,Android 11,Low,FTP,5083,security,App Crash,462,226,/var/log/syslog,chrome.exe,Pegasus Signature,1
iPhone,Android 11,Normal,HTTPS,4308,system,File Access,767,158,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
Android,Android 10,High,HTTP,2546,security,App Crash,198,405,/tmp/malware.bin,systemd,Pegasus Signature,0
Android,Android 11,Normal,HTTP,4151,security,System Update,376,623,/var/log/syslog,systemd,None,1
iPhone,iOS 14.6,High,HTTP,1597,application,Login,273,638,/var/log/syslog,systemd,Pegasus Signature,1
Android,Android 11,High,SSH,2463,system,App Install,246,681,/var/log/syslog,malware.exe,Known Malicious IP,0
iPhone,iOS 14.6,High,FTP,804,security,Login,991,855,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
iPhone,Android 11,High,HTTPS,5426,system,Login,781,773,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,iOS 15.0,High,SSH,2355,system,App Install,23,999,/home/user/docs/report.docx,systemd,None,1
Android,Android 10,High,SSH,4835,security,Login,602,693,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,0
Android,Android 11,Normal,SSH,597,system,Logout,733,543,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,High,HTTP,9949,security,App Crash,9,744,/var/log/syslog,malware.exe,None,1
Android,Android 11,Normal,SSH,4744,security,App Install,778,747,/var/log/syslog,chrome.exe,Pegasus Signature,0
iPhone,Android 11,Low,HTTP,6985,application,File Access,223,604,/tmp/malware.bin,explorer.exe,Pegasus Signature,1
iPhone,Android 10,Low,HTTP,6607,application,File Access,660,712,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,iOS 14.6,Normal,HTTP,2863,application,System Update,881,486,/var/log/syslog,systemd,Known Malicious IP,1
Android,Android 11,Normal,FTP,6220,system,Login,153,989,/home/user/docs/report.docx,systemd,Pegasus Signature,1
iPhone,Android 11,Low,SSH,8445,security,Login,739,957,/var/log/syslog,chrome.exe,None,0
Android,iOS 14.6,Low,HTTP,9589,system,App Install,321,509,/var/log/syslog,explorer.exe,None,1
iPhone,Android 11,Low,HTTPS,1640,system,System Update,644,643,/home/user/docs/report.docx,systemd,Known Malicious IP,0
Android,iOS 15.0,Normal,HTTP,8534,security,System Update,121,971,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,Android 10,Low,SSH,2179,security,App Crash,706,805,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 11,Normal,HTTPS,7245,application,File Access,880,674,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
Android,iOS 15.0,High,HTTP,6394,application,App Install,976,310,/tmp/malware.bin,explorer.exe,Known Malicious IP,1
Android,iOS 15.0,Normal,SSH,7947,security,App Crash,511,669,/var/log/syslog,chrome.exe,None,0
iPhone,iOS 15.0,Normal,HTTP,7733,system,App Install,245,498,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,Android 10,High,SSH,3925,system,Login,670,385,/var/log/syslog,chrome.exe,Known Malicious IP,1
iPhone,Android 11,High,HTTP,9053,application,Logout,705,907,/tmp/malware.bin,systemd,None,0
iPhone,Android 11,Low,SSH,7016,security,Logout,467,945,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
Android,iOS 15.0,Low,HTTP,8925,security,Login,588,421,/home/user/docs/report.docx,malware.exe,None,1
Android,iOS 14.6,Normal,HTTPS,1287,application,App Crash,794,821,/var/log/syslog,systemd,Known Malicious IP,0
Android,iOS 15.0,Low,SSH,5945,system,Logout,343,799,/tmp/malware.bin,malware.exe,None,1
iPhone,Android 11,Low,HTTPS,7266,system,Login,966,247,/home/user/docs/report.docx,systemd,None,1
Android,Android 10,High,HTTP,5451,application,App Install,130,453,/var/log/syslog,explorer.exe,Known Malicious IP,0
iPhone,iOS 15.0,Normal,FTP,4203,security,System Update,292,440,/var/log/syslog,systemd,Known Malicious IP,1
iPhone,iOS 14.6,High,FTP,6161,security,Logout,715,468,/home/user/docs/report.docx,explorer.exe,Pegasus Signature,0
Android,Android 10,High,HTTP,6000,application,File Access,548,437,/var/log/syslog,explorer.exe,Pegasus Signature,1
iPhone,Android 10,Low,HTTPS,5087,security,App Crash,885,417,/var/log/syslog,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,Low,HTTPS,5787,system,App Install,454,855,/var/log/syslog,chrome.exe,None,1
Android,iOS 15.0,Low,HTTPS,1813,application,App Crash,134,723,/var/log/syslog,explorer.exe,None,1
Android,Android 11,Low,HTTPS,1152,security,Login,525,264,/home/user/docs/report.docx,malware.exe,Pegasus Signature,1
Android,iOS 15.0,Low,HTTPS,5682,security,File Access,72,146,/home/user/docs/report.docx,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,Low,HTTP,9146,system,App Crash,408,230,/home/user/docs/report.docx,malware.exe,None,0
iPhone,Android 11,High,FTP,6713,system,Login,378,552,/var/log/syslog,chrome.exe,Known Malicious IP,1
Android,iOS 14.6,Normal,FTP,5972,system,Logout,765,391,/tmp/malware.bin,malware.exe,None,1
Android,Android 11,Normal,HTTP,3159,system,App Install,362,296,/home/user/docs/report.docx,explorer.exe,Known Malicious IP,0
iPhone,iOS 14.6,Low,FTP,1070,application,Login,968,378,/home/user/docs/report.docx,malware.exe,None,1
Android,Android 11,Normal,FTP,1907,application,System Update,317,663,/home/user/docs/report.docx,systemd,Pegasus Signature,1
iPhone,iOS 15.0,Low,HTTPS,4957,security,App Crash,718,154,/home/user/docs/report.docx,systemd,Known Malicious IP,1
iPhone,iOS 14.6,Normal,FTP,9540,system,System Update,177,909,/var/log/syslog,chrome.exe,None,1
Android,iOS 14.6,Low,HTTP,4421,security,File Access,241,871,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
iPhone,iOS 15.0,Normal,HTTP,3699,application,Login,605,411,/tmp/malware.bin,systemd,Pegasus Signature,1
Android,Android 11,Normal,SSH,2646,application,App Install,688,679,/tmp/malware.bin,explorer.exe,None,0
iPhone,Android 10,Normal,FTP,9670,system,Logout,786,806,/var/log/syslog,systemd,Pegasus Signature,1
Android,Android 10,Normal,HTTPS,3451,application,Login,9,418,/var/log/syslog,chrome.exe,Pegasus Signature,1
iPhone,iOS 15.0,High,SSH,1127,system,Logout,253,468,/tmp/malware.bin,chrome.exe,Known Malicious IP,1
iPhone,iOS 14.6,Normal,HTTPS,3202,security,Login,239,207,/home/user/docs/report.docx,systemd,Known Malicious IP,0
iPhone,iOS 15.0,High,HTTP,317,application,File Access,766,349,/var/log/syslog,systemd,Known Malicious IP,1
iPhone,iOS 15.0,Low,FTP,4745,application,File Access,418,990,/var/log/syslog,malware.exe,Known Malicious IP,1
iPhone,Android 10,Normal,FTP,6269,system,App Crash,275,894,/tmp/malware.bin,systemd,Known Malicious IP,0
Android,Android 11,Low,FTP,4185,security,App Crash,860,881,/home/user/docs/report.docx,chrome.exe,Pegasus Signature,1
iPhone,iOS 15.0,Low,SSH,4725,system,System Update,78,375,/var/log/syslog,malware.exe,None,1
Android,Android 10,Normal,HTTPS,9017,security,Login,529,816,/var/log/syslog,chrome.exe,Pegasus Signature,1
iPhone,iOS 15.0,Low,HTTP,1804,security,System Update,479,983,/tmp/malware.bin,explorer.exe,None,0
iPhone,Android 11,Normal,HTTPS,4555,system,App Crash,280,533,/tmp/malware.bin,explorer.exe,None,1
iPhone,iOS 15.0,High,SSH,9562,system,Logout,460,665,/tmp/malware.bin,explorer.exe,None,1
iPhone,Android 10,Normal,HTTPS,6452,system,App Install,724,727,/tmp/malware.bin,chrome.exe,Pegasus Signature,1
iPhone,iOS 14.6,Low,FTP,1698,system,Logout,573,948,/home/user/docs/report.docx,malware.exe,Pegasus Signature,0
iPhone,Android 10,High,HTTPS,5127,security,System Update,213,692,/tmp/malware.bin,chrome.exe,None,1
Android,iOS 15.0,High,FTP,9295,system,Logout,341,547,/var/log/syslog,chrome.exe,Pegasus Signature,0
Android,Android 10,Normal,FTP,8690,system,Logout,340,109,/tmp/malware.bin,malware.exe,Known Malicious IP,1
iPhone,iOS 15.0,Normal,SSH,8806,system,App Crash,84,212,/tmp/malware.bin,systemd,Known Malicious IP,1
iPhone,iOS 14.6,Low,SSH,6091,system,App Crash,303,918,/tmp/malware.bin,malware.exe,None,1
